0.0000000000,1.0000000000
0.0022854349,0.9520298263
0.0068099643,0.9160316482
0.0123649624,0.8841187871
0.0184612970,0.8540107399
0.0248495046,0.8248747624
0.0314261511,0.7964996656
0.0381837831,0.7690103387
0.0451859821,0.7427598472
0.0525708794,0.7183170896
0.0606001724,0.6965580993
0.0698442632,0.6790139702
0.0821751596,0.6696887119
0.1880439773,0.6353416060
0.1935115934,0.5992731478
0.1987482576,0.5620017827
0.2038390977,0.5239893343
0.2088505950,0.4856727926
0.2138411610,0.4474878895
0.2188685627,0.4098922411
0.2239973545,0.3733932431
0.2293092717,0.3385906807
0.2349225317,0.3062545988
0.2410374397,0.2774986930
0.2480800629,0.2542947069
0.2574673697,0.2421725663
0.4132314563,0.1903018995
0.4172037425,0.1394187312
0.4212655166,0.0899861286
0.4254621663,0.0425419565
0.4298563537,-0.0022516586
0.4345439161,-0.0435145986
0.4396926155,-0.0799341785
0.4456656955,-0.1091224563
0.4536837997,-0.1242095374
0.6216426656,-0.1792912142
0.6249912127,-0.2323773644
0.6284775244,-0.2829711324
0.6321526637,-0.3304428364
0.6360966311,-0.3739336438
0.6404515048,-0.4121335976
0.6455274948,-0.4426130754
0.6523728398,-0.4582570841
0.8264065904,-0.5186703183
0.8296171852,-0.5760946871
0.8330104900,-0.6298409249
0.8366610306,-0.6789593859
0.8407019683,-0.7219873883
0.8454258292,-0.7561821362
0.8518328654,-0.7733690123
