0.0000000333,0.9998173820
0.0036524596,0.9395644182
0.0109353042,0.8954279952
0.0201661726,0.8579923500
0.0307984673,0.8245050789
0.0425521557,0.7937182613
0.0552536722,0.7649390032
0.0687834290,0.7377340491
0.0830532947,0.7118103148
0.0979951943,0.6869581589
0.1135547236,0.6630211823
0.1296872198,0.6398788817
0.1463552768,0.6174359181
0.1635270203,0.5956152571
0.1811749040,0.5743535458
0.1992748144,0.5535979230
0.2178055207,0.5333036098
0.2367480736,0.5134323545
0.2560854934,0.4939510958
0.2758024258,0.4748310502
0.2958849224,0.4560469483
0.3163202615,0.4375764394
0.3370967426,0.4193996705
0.3582035822,0.4014988870
0.3796308535,0.3838580898
0.4013693226,0.3664628483
0.4234103646,0.3493000964
0.4457459667,0.3323579053
0.4683685914,0.3156254013
0.4912711719,0.2990926082
0.5144470626,0.2827503485
0.5378900206,0.2665901414
0.5615941309,0.2506041560
0.5855537703,0.2347851476
0.6097636506,0.2191263543
0.6342187000,0.2036215096
0.6589141388,0.1882647360
0.6838454081,0.1730505408
0.7090081357,0.1579737915
0.7343981555,0.1430296648
0.7600115021,0.1282136144
0.7858443445,0.1135213796
0.8118930487,0.0989489201
0.8381541066,0.0844924323
0.8646241421,0.0701483225
0.8912999290,0.0559131772
0.9181783544,0.0417837643
0.9452564200,0.0277570159
0.9725312294,0.0138300200
1.0000000000,0.0000000000
