0.2807753191,0.9211652202
0.3023962144,0.9085565295
0.3232441802,0.8955132000
0.3434198405,0.8820628131
0.3630028505,0.8682289306
0.3820576355,0.8540319631
0.4006372520,0.8394897923
0.4187860675,0.8246182297
0.4365416301,0.8094314052
0.4539361045,0.7939420130
0.4709973182,0.7781615262
0.4877495336,0.7621003924
0.5042140730,0.7457681686
0.5204097970,0.7291736432
0.5363535210,0.7123249005
0.5520602735,0.6952294544
0.5675435884,0.6778942752
0.5828157312,0.6603258234
0.5978877779,0.6425302050
0.6127698513,0.6245131093
0.6274712267,0.6062798596
0.6420003788,0.5878355137
0.6563651372,0.5691848067
0.6705727070,0.5503322447
0.6846297757,0.5312820703
0.6985425552,0.5120382985
0.7123167853,0.4926047974
0.7259578522,0.4729851968
0.7394707719,0.4531829775
0.7528602257,0.4332014806
0.7661306352,0.4130438498
0.7792861141,0.3927131523
0.7923305661,0.3722122740
0.8052676401,0.3515440279
0.8181008096,0.3307110654
0.8308333251,0.3097159859
0.8434682899,0.2885612439
0.8560086203,0.2672492420
0.8684570962,0.2457822720
0.8808163605,0.2241625390
0.8930889242,0.2023921735
0.9052771649,0.1804732547
0.9173833660,0.1584077597
0.9294096891,0.1361976298
0.9413582034,0.1138447329
0.9532308915,0.0913508676
0.9650296411,0.0687177918
0.9767562658,0.0459471972
0.9884124975,0.0230407349
1.0000000000,0.0000000000
